T,I_1,I_2,I_3
0.252,0,0.0967679135823785,0
0.2538,0,0.0980899156234752,0
0.2556,0,0.0994198881234556,0
0.2574,0,0.100757808871537,0
0.2592,0,0.102103655657872,0
0.261,0,0.103457406273542,0
0.2628,0,0.104819038510565,0
0.2646,0,0.10618853016189,0
0.2664,0,0.107565859021401,0
0.2682,0,0.108951002883911,0
0.27,0,0.11034393954517,0
0.2718,0,0.111744646801859,0
0.2736,0,0.113153102451591,0
0.2754,0,0.114569284292915,0
0.2772,0,0.11599317012531,0
0.279,0,0.117424737749189,0
0.2808,0,0.118863964965897,0
0.2826,0,0.120310829577715,0
0.2844,0,0.121765309387853,0
0.2862,0,0.123227382200455,0
0.288,0,0.124697025820601,0
0.2898,0,0.126174218054299,0
0.2916,0,0.127658936708494,0
0.2934,0,0.129151159591061,0
0.2952,0,0.13065086451081,0
0.297,0,0.132158029277484,0
0.2988,0,0.133672631701756,0
0.3006,0,0.135194649595235,0
0.3024,0,0.136724060770463,0
0.3042,0,0.138260843040912,0
0.306,0,0.13980497422099,0
0.3078,0,0.141356432126037,0
0.3096,0,0.142915194572324,0
0.3114,0,0.144481239377057,0
0.3132,0,0.146054544358375,0
0.315,0,0.14763508733535,0
0.3168,0,0.149222846127985,0
0.3186,0,0.150817798557217,0
0.3204,0,0.152419922444918,0
0.3222,0,0.154029195613889,0
0.324,0,0.155645595887866,0
0.3258,0,0.15726910109152,0
0.3276,0,0.158899689050451,0
0.3294,0,0.160537337591194,0
0.3312,0,0.162182024541216,0
0.333,0,0.16383372772892,0
0.3348,0,0.165492424983637,0
0.3366,0,0.167158094135634,0
0.3384,0,0.168830713016111,0
0.3402,0,0.170510259457199,0
0.342,0,0.172196711291965,0
0.3438,0,0.173890046354405,0
0.3456,0,0.175590242479452,0
0.3474,0,0.177297277502969,0
0.3492,0,0.179011129261752,0
0.351,0,0.180731775593533,0
0.3528,0,0.182459194336972,0
0.3546,0,0.184193363331667,0
0.3564,0,0.185934260418145,0
0.3582,0,0.187681863437867,0
0.36,0,0.18943615023323,0
0.3618,0,0.191197098647558,0
0.3636,0,0.192964686525114,0
0.3654,0,0.194738891711089,0
0.3672,0,0.196519692051611,0
0.369,0,0.198307065393738,0
0.3708,0,0.200100989585461,0
0.3726,0,0.201901442475706,0
0.3744,0,0.203708401914331,0
0.3762,0,0.205521845752125,0
0.378,0,0.207341751840814,0
0.3798,0,0.209168098033052,0
0.3816,0,0.211000862182431,0
0.3834,0,0.212840022143471,0
0.3852,0,0.214685555771628,0
0.387,0,0.216537440923291,0
0.3888,0,0.218395655455781,0
0.3906,0,0.220260177227351,0
0.3924,0,0.222130984097188,0
0.3942,0,0.224008053925413,0
0.396,0,0.225891364573078,0
0.3978,0,0.227780893902169,0
0.3996,0,0.229676619775604,0
0.4014,0,0.231578520057236,0
0.4032,0,0.233486572611848,0
0.405,0,0.235400755305158,0
0.4068,0,0.237321046003817,0
0.4086,0,0.239247422575407,0
0.4104,0,0.241179862888444,0
0.4122,0,0.243118344812379,0
0.414,0,0.245062846217592,0
0.4158,0,0.247013344975398,0
0.4176,0,0.248969818958047,0
0.4194,0,0.250932246038717,0
0.4212,0,0.252900604091524,0
0.423,0,0.254874870991513,0
0.4248,0,0.256855024614664,0
0.4266,0,0.25884104283789,0
0.4284,0,0.260832903539035,0
0.4302,0,0.262830584596879,0
0.432,0,0.264834063891132,0
0.4338,0,0.266843319302439,0
0.4356,0,0.268858328712376,0
0.4374,0,0.270879070003454,0
0.4392,0,0.272905521059116,0
0.441,0,0.274937659763736,0
0.4428,0,0.276975464002625,0
0.4446,0,0.279018911662023,0
0.4464,0,0.281067980629106,0
0.4482,0,0.28312264879198,0
0.45,0,0.285182894039686,0
0.4518,0,0.287248694262198,0
0.4536,0,0.289320027350422,0
0.4554,0,0.291396871196196,0
0.4572,0,0.293479203692293,0
0.459,0,0.295567002732419,0
0.4608,0,0.29766024621121,0
0.4626,0,0.299758912024239,0
0.4644,0,0.301862978068008,0
0.4662,0,0.303972422239954,0
0.468,0,0.306087222438447,0
0.4698,0,0.30820735656279,0
0.4716,0,0.310332802513218,0
0.4734,0,0.312463538190899,0
0.4752,0,0.314599541497935,0
0.477,0,0.316740790337359,0
0.4788,0,0.31888726261314,0
0.4806,0,0.321038936230177,0
0.4824,0,0.323195789094303,0
0.4842,0,0.325357799112284,0
0.486,0,0.327524944191818,0
0.4878,0,0.329697202241539,0
0.4896,0,0.33187455117101,0
0.4914,0,0.334056968890728,0
0.4932,0,0.336244433312125,0
0.495,0,0.338436922347564,0
0.4968,0,0.340634413910341,0
0.4986,0,0.342836885914685,0
0.5004,0,0.34504431627576,0
0.5022,0,0.347256682909659,0
0.504,0,0.349473963733411,0
0.5058,0,0.351696136664976,0
0.5076,0,0.35392317962325,0
0.5094,0,0.356155070528057,0
0.5112,0,0.35839178730016,0
0.513,0,0.360633307861249,0
0.5148,0,0.36287961013395,0
0.5166,0,0.365130672041822,0
0.5184,0,0.367386471509357,0
0.5202,0,0.369646986461978,0
0.522,0,0.371912194826043,0
0.5238,0,0.374182074528843,0
0.5256,0,0.376456603498599,0
0.5274,0,0.378735759664469,0
0.5292,0,0.38101952095654,0
0.531,0,0.383307865305836,0
0.5328,0,0.385600770644311,0
0.5346,0,0.387898214904851,0
0.5364,0,0.39020017602128,0
0.5382,0,0.392506641325776,0
0.54,0,0.394817625127132,0
0.5418,0,0.39713310730377,0
0.5436,0,0.399453063886849,0
0.5454,0,0.401777470938162,0
0.5472,0,0.40410630455014,0
0.549,0,0.406439540845848,0
0.5508,0,0.40877715597899,0
0.5526,0,0.411119126133902,0
0.5544,0,0.413465427525559,0
0.5562,0,0.415816036399572,0
0.558,0,0.418170929032187,0
0.5598,0,0.420530081730287,0
0.5616,0,0.422893470831391,0
0.5634,0,0.425261072703652,0
0.5652,0,0.427632863745862,0
0.567,0,0.430008820387448,0
0.5688,0,0.432388919088473,0
0.5706,0,0.434773136339635,0
0.5724,0,0.43716144866227,0
0.5742,0,0.439553832608349,0
0.576,0,0.441950264760479,0
0.5778,0,0.444350721731903,0
0.5796,0,0.446755180166501,0
0.5814,0,0.449163616738788,0
0.5832,0,0.451576008153916,0
0.585,0,0.453992331147672,0
0.5868,0,0.45641256248648,0
0.5886,0,0.458836678967401,0
0.5904,0,0.461264657418128,0
0.5922,0,0.463696474696995,0
0.594,0,0.46613210769297,0
0.5958,0,0.468571533325656,0
0.5976,0,0.471014728545294,0
0.5994,0,0.473461670332759,0
0.6012,0,0.475912335699565,0
0.603,0,0.47836670168786,0
0.6048,0,0.480824745370427,0
0.6066,0,0.483286443850688,0
0.6084,0,0.485751774262698,0
0.6102,0,0.488220713771151,0
0.612,0,0.490693239571376,0
0.6138,0,0.493169328889337,0
0.6156,0,0.495648958981635,0
0.6174,0,0.498132107135506,0
0.6192,0,0.500618750668825,0
0.621,0,0.5031088669301,0
0.6228,0,0.505602433298477,0
0.6246,0,0.508099427183736,0
0.6264,0,0.510599826026295,0
0.6282,0,0.513103607297207,0
0.63,0,0.515610748498162,0
0.6318,0,0.518121227161485,0
0.6336,0,0.520635020850138,0
0.6354,0,0.523152107157719,0
0.6372,0,0.525672463708461,0
0.639,0,0.528196068157235,0
0.6408,0,0.530722898189546,0
0.6426,0,0.533252931521536,0
0.6444,0,0.535786145899983,0
0.6462,0,0.538322519102302,0
0.648,0,0.540862028936542,0
0.6498,0,0.543404653241391,0
0.6516,0,0.54595036988617,0
0.6534,0,0.548499156770837,0
0.6552,0,0.551050991825988,0
0.657,0,0.553605853012853,0
0.6588,0,0.556163718323299,0
0.6606,0,0.558724565779828,0
0.6624,0,0.561288373435579,0
0.6642,0,0.563855119374327,0
0.666,0,0.566424781710484,0
0.6678,0,0.568997338589095,0
0.6696,0,0.571572768185845,0
0.6714,0,0.574151048707052,0
0.6732,0,0.576732158389673,0
0.675,0,0.579316075501297,0
0.6768,0,0.581902778340152,0
0.6786,0,0.584492245235103,0
0.6804,0,0.587084454545649,0
0.6822,0,0.589679384661924,0
0.684,0,0.592277014004702,0
0.6858,0,0.594877321025389,0
0.6876,0,0.59748028420603,0
0.6894,0,0.600085882059305,0
0.6912,0,0.60269409312853,0
0.693,0,0.605304895987656,0
0.6948,0,0.607918269241272,0
0.6966,0,0.610534191524603,0
0.6984,0,0.613152641503508,0
0.7002,0,0.615773597874484,0
0.702,0,0.618397039364663,0
0.7038,0,0.621022944731814,0
0.7056,0,0.623651292764342,0
0.7074,0,0.626282062281288,0
0.7092,0,0.628915232132327,0
0.711,0,0.631550781197773,0
0.7128,0,0.634188688388575,0
0.7146,0,0.636828932646318,0
0.7164,0,0.639471492943223,0
0.7182,0,0.642116348282147,0
0.72,0,0.644763477696584,0
0.7218,0,0.647412860250662,0
0.7236,0,0.650064475039147,0
0.7254,0,0.652718301187441,0
0.7272,0,0.65537431785158,0
0.729,0,0.65803250421824,0
0.7308,0,0.660692839504728,0
0.7326,0,0.663355302958992,0
0.7344,0,0.666019873859612,0
0.7362,0,0.668686531515807,0
0.738,0,0.671355255267432,0
0.7398,0,0.674026024484975,0
0.7416,0,0.676698818569562,0
0.7434,0,0.679373616952957,0
0.7452,0,0.682050399097558,0
0.747,0,0.684729144496398,0
0.7488,0,0.687409832673148,0
0.7506,0,0.690092443182115,0
0.7524,0,0.692776955608242,0
0.7542,0,0.695463349567106,0
0.756,0,0.698151604704923,0
0.7578,0,0.700841700698544,0
0.7596,0,0.703533617255455,0
0.7614,0,0.706227334113779,0
0.7632,0,0.708922831042276,0
0.765,0,0.71162008784034,0
0.7668,0,0.714319084338003,0
0.7686,0,0.717019800395932,0
0.7704,0,0.71972221590543,0
0.7722,0,0.722426310788437,0
0.774,0,0.725132064997528,0
0.7758,0,0.727839458515914,0
0.7776,0,0.730548471357444,0
0.7794,0,0.7332590835666,0
0.7812,0,0.735971275218504,0
0.783,0,0.738685026418911,0
0.7848,0,0.741400317304211,0
0.7866,0,0.744117128041435,0
0.7884,0,0.746835438828245,0
0.7902,0,0.749555229892942,0
0.792,0,0.752276481494461,0
0.7938,0,0.754999173922377,0
0.7956,0,0.757723287496896,0
0.7974,0,0.760448802568863,0
0.7992,0,0.763175699519759,0
0.801,0,0.765903958761701,0
0.8028,0,0.76863356073744,0
0.8046,0,0.771364485920366,0
0.8064,0,0.774096714814504,0
0.8082,0,0.776830227954514,0
0.81,0,0.779565005905694,0
0.8118,0,0.782301029263977,0
0.8136,0,0.785038278655931,0
0.8154,0,0.787776734738762,0
0.8172,0,0.79051637820031,0
0.819,0,0.793257189759055,0
0.8208,0,0.795999150164109,0
0.8226,0,0.798742240195221,0
0.8244,0,0.801486440662777,0
0.8262,0,0.804231732407799,0
0.828,0,0.806978096301944,0
0.8298,0,0.809725513247507,0
0.8316,0,0.812473964177416,0
0.8334,0,0.815223430055239,0
0.8352,0,0.817973891875177,0
0.837,0,0.820725330662068,0
0.8388,0,0.823477727471386,0
0.8406,0,0.826231063389243,0
0.8424,0,0.828985319532383,0
0.8442,0,0.83174047704819,0
0.846,0,0.834496517114681,0
0.8478,0,0.837253420940511,0
0.8496,0,0.840011169764973,0
0.8514,0,0.84276974485799,0
0.8532,0,0.845529127520127,0
0.855,0,0.848289299082583,0
0.8568,0,0.851050240907192,0
0.8586,0,0.853811934386426,0
0.8604,0,0.85657436094339,0
0.8622,0,0.85933750203183,0
0.864,0,0.862101339136123,0
0.8658,0,0.864865853771285,0
0.8676,0,0.867631027482968,0
0.8694,0,0.870396841847459,0
0.8712,0,0.873163278471682,0
0.873,0,0.875930318993195,0
0.8748,0,0.878697945080195,0
0.8766,0,0.881466138431515,0
0.8784,0,0.88423488077662,0
0.8802,0,0.887004153875616,0
0.882,0,0.889773939519241,0
0.8838,0,0.892544219528874,0
0.8856,0,0.895314975756524,0
0.8874,0,0.898086190084842,0
0.8892,0,0.90085784442711,0
0.891,0,0.90362992072725,0
0.8928,0,0.906402400959817,0
0.8946,0,0.909175267130005,0
0.8964,0,0.911948501273641,0
0.8982,0,0.914722085457192,0
0.9,0,0.917496001777756,0
0.9018,0,0.920270232363071,0
0.9036,0,0.923044759371511,0
0.9054,0,0.925819564992082,0
0.9072,0,0.928594631444433,0
0.909,0,0.931369940978841,0
0.9108,0,0.934145475876227,0
0.9126,0,0.936921218448142,0
0.9144,0,0.939697151036775,0
0.9162,0,0.942473256014953,0
0.918,0,0.945249515786137,0
0.9198,0,0.948025912784423,0
0.9216,0,0.950802429474547,0
0.9234,0,0.953579048351877,0
0.9252,0,0.95635575194242,0
0.927,0,0.959132522802817,0
0.9288,0,0.961909343520345,0
0.9306,0,0.964686196712921,0
0.9324,0,0.967463065029092,0
0.9342,0,0.970239931148046,0
0.936,0,0.973016777779605,0
0.9378,0,0.975793587664227,0
0.9396,0,0.978570343573005,0
0.9414,0,0.981347028307672,0
0.9432,0,0.984123624700593,0
0.945,0,0.986900115614771,0
0.9468,0,0.989676483943844,0
0.9486,0,0.992452712612089,0
0.9504,0,0.995228784574414,0
0.9522,0,0.998004682816367,0
0.954,0,1.00078039035413,0
0.9558,0,1.00355589023453,0
0.9576,0,1.00633116553501,0
0.9594,0,1.00910619936366,0
0.9612,0,1.01188097485922,0
0.963,0,1.01465547519105,0
0.9648,0,1.01742968355914,0
0.9666,0,1.02020358319414,0
0.9684,0,1.02297715735731,0
0.9702,0,1.02575038934056,0
0.972,0,1.02852326246644,0
0.9738,0,1.03129576008812,0
0.9756,0,1.03406786558942,0
0.9774,0,1.0368395623848,0
0.9792,0,1.03961083505652,0
0.981,0,1.04238169763871,0
0.9828,0,1.04515214542737,0
0.9846,0,1.04792215945172,0
0.9864,0,1.0506917207881,0
0.9882,0,1.05346081055998,0
0.99,0,1.05622940993792,0
0.9918,0,1.0589975001396,0
0.9936,0,1.06176506242982,0
0.9954,0,1.06453207812047,0
0.9972,0,1.06729852857058,0
0.999,0,1.07006439518626,0
1.0008,0,1.07282965942077,0
1.0026,0,1.07559430277445,0
1.0044,0,1.07835830679477,0
1.0062,0,1.0811216530763,0
1.008,0,1.08388432326073,0
1.0098,0,1.08664629903687,0
1.0116,0,1.08940756214061,0
1.0134,0,1.09216809435499,0
1.0152,0,1.09492787751014,0
1.017,0,1.09768689348331,0
1.0188,0,1.10044512419886,0
1.0206,0,1.10320255162826,0
1.0224,0,1.10595915779009,0
1.0242,0,1.10871492475006,0
1.026,0,1.11146983462096,0
1.0278,0,1.11422386956272,0
1.0296,0,1.11697701178236,0
1.0314,0,1.11972924353404,0
1.0332,0,1.122480547119,0
1.035,0,1.12523090488562,0
1.0368,0,1.12798029922938,0
1.0386,0,1.13072871259285,0
1.0404,0,1.13347612746576,0
1.0422,0,1.13622252638491,0
1.044,0,1.13896789193423,0
1.0458,0,1.14171220674477,0
1.0476,0,1.14445545349466,0
1.0494,0,1.14719761490918,0
1.0512,0,1.1499386737607,0
1.053,0,1.15267861286871,0
1.0548,0,1.1554174150998,0
1.0566,0,1.15815506336769,0
1.0584,0,1.1608915406332,0
1.0602,0,1.16362682990427,0
1.062,0,1.16636091423594,0
1.0638,0,1.16909377673037,0
1.0656,0,1.17182540053683,0
1.0674,0,1.17455576885171,0
1.0692,0,1.1772848649185,0
1.071,0,1.1800126720278,0
1.0728,0,1.18273917351735,0
1.0746,0,1.18546435277196,0
1.0764,0,1.18818819322357,0
1.0782,0,1.19091067835126,0
1.08,0,1.19363179168117,0
1.0818,0,1.1963515167866,0
1.0836,0,1.19906983728793,0
1.0854,0,1.20178673685266,0
1.0872,0,1.2045021991954,0
1.089,0,1.2072162080779,0
1.0908,0,1.20992874730897,0
1.0926,0,1.21263980074458,0
1.0944,0,1.21534935228779,0
1.0962,0,1.21805738588877,0
1.098,0,1.2207638855448,0
1.0998,0,1.22346883530029,0
1.1016,0,1.22617221924675,0
1.1034,0,1.2288740215228,0
1.1052,0,1.23157422631417,0
1.107,0,1.23427281785371,0
1.1088,0,1.23696978042137,0
1.1106,0,1.23966509834424,0
1.1124,0,1.24235875599648,0
1.1142,0,1.2450507377994,0
1.116,0,1.24774102822141,0
1.1178,0,1.25042961177801,0
1.1196,0,1.25311647303184,0
1.1214,0,1.25580159659264,0
1.1232,0,1.25848496711727,0
1.125,0,1.26116656930969,0
1.1268,0,1.26384638792097,0
1.1286,0,1.26652440774932,0
1.1304,0,1.26920061364003,0
1.1322,0,1.27187499048552,0
1.134,0,1.27454752322531,0
1.1358,0,1.27721819684604,0
1.1376,0,1.27988699638146,0
1.1394,0,1.28255390691243,0
1.1412,0,1.28521891356692,0
1.143,0,1.28788200152003,0
1.1448,0,1.29054315599395,0
1.1466,0,1.29320236225798,0
1.1484,0,1.29585960562856,0
1.1502,0,1.29851487146921,0
1.152,0,1.30116814519058,0
1.1538,0,1.30381941225042,0
1.1556,0,1.30646865815362,0
1.1574,0,1.30911586845214,0
1.1592,0,1.31176102874509,0
1.161,0,1.31440412467867,0
1.1628,0,1.31704514194619,0
1.1646,0,1.31968406628809,0
1.1664,0,1.3223208834919,0
1.1682,0,1.32495557939228,0
1.17,0,1.327588139871,0
1.1718,0,1.33021855085694,0
1.1736,0,1.33284679832607,0
1.1754,0,1.33547286830151,0
1.1772,0,1.33809674685347,0
1.179,0,1.34071842009927,0
1.1808,0,1.34333787420335,0
1.1826,0,1.34595509537726,0
1.1844,0,1.34857006987966,0
1.1862,0,1.35118278401632,0
1.188,0,1.35379322414013,0
1.1898,0,1.35640137665109,0
1.1916,0,1.3590072279963,0
1.1934,0,1.36161076466999,0
1.1952,0,1.36421197321349,0
1.197,0,1.36681084021524,0
1.1988,0,1.3694073523108,0
1.2006,0,1.37200149618285,0
1.2024,0,1.37459325856115,0
1.2042,0,1.37718262622261,0
1.206,0,1.37976958599123,0
1.2078,0,1.38235412473813,0
1.2096,0,1.38493622938153,0
1.2114,0,1.38751588688677,0
1.2132,0,1.39009308426631,0
1.215,0,1.39266780857972,0
1.2168,0,1.39524004693367,0
1.2186,0,1.39780978648195,0
1.2204,0,1.40037701442545,0
1.2222,0,1.4029417180122,0
1.224,0,1.40550388453731,0
1.2258,0,1.40806350134303,0
1.2276,0,1.4106205558187,0
1.2294,0,1.41317503540079,0
1.2312,0,1.41572692757286,0
1.233,0,1.41827621986559,0
1.2348,0,1.4208228998568,0
1.2366,0,1.42336695517138,0
1.2384,0,1.42590837348135,0
1.2402,0,1.42844714250586,0
1.242,0,1.43098325001113,0
1.2438,0,1.43351668381053,0
1.2456,0,1.43604743176453,0
1.2474,0,1.43857548178071,0
1.2492,0,1.44110082181376,0
1.251,0,1.44362343986548,0
1.2528,0,1.44614332398479,0
1.2546,0,1.44866046226771,0
1.2564,0,1.4511748428574,0
1.2582,0,1.4536864539441,0
1.26,0,1.45619528376517,0
1.2618,0,1.45870132060509,0
1.2636,0,1.46120455279545,0
1.2654,0,1.46370496871495,0
1.2672,0,1.4662025567894,0
1.269,0,1.46869730549172,0
1.2708,0,1.47118920334196,0
1.2726,0,1.47367823890725,0
1.2744,0,1.47616440080187,0
1.2762,0,1.47864767768717,0
1.278,0,1.48112805827165,0
1.2798,0,1.4836055313109,0
1.2816,0,1.48608008560762,0
1.2834,0,1.48855171001165,0
1.2852,0,1.4910203934199,0
1.287,0,1.49348612477643,0
1.2888,0,1.49594889307238,0
1.2906,0,1.49840868734604,0
1.2924,0,1.50086549668277,0
1.2942,0,1.50331931021506,0
1.296,0,1.50577011712253,0
1.2978,0,1.50821790663189,0
1.2996,0,1.51066266801696,0
1.3014,0,1.51310439059868,0
1.3032,0,1.51554306374512,0
1.305,0,1.51797867687142,0
1.3068,0,1.52041121943986,0
1.3086,0,1.52284068095984,0
1.3104,0,1.52526705098785,0
1.3122,0,1.5276903191275,0
1.314,0,1.53011047502952,0
1.3158,0,1.53252750839174,0
1.3176,0,1.53494140895911,0
1.3194,0,1.53735216652368,0
1.3212,0,1.53975977092464,0
1.323,0,1.54216421204826,0
1.3248,0,1.54456547982794,0
1.3266,0,1.54696356424418,0
1.3284,0,1.5493584553246,0
1.3302,0,1.55175014314394,0
1.332,0,1.55413861782404,0
1.3338,0,1.55652386953386,0
1.3356,0,1.55890588848945,0
1.3374,0,1.561284664954,0
1.3392,0,1.5636601892378,0
1.341,0,1.56603245169826,0
1.3428,0,1.56840144273988,0
1.3446,0,1.5707671528143,0
1.3464,0,1.57312957242026,0
1.3482,0,1.57548869210359,0
1.35,0,1.57784450245728,0
1.3518,0,1.58019699412139,0
1.3536,0,1.5825461577831,0
1.3554,0,1.58489198417673,0
1.3572,0,1.58723446408367,0
1.359,0,1.58957358833246,0
1.3608,0,1.59190934779872,0
1.3626,0,1.5942417334052,0
1.3644,0,1.59657073612177,0
1.3662,0,1.59889634696539,0
1.368,0,1.60121855700014,0
1.3698,0,1.60353735733722,0
1.3716,0,1.60585273913493,0
1.3734,0,1.6081646935987,0
1.3752,0,1.61047321198106,0
1.377,0,1.61277828558164,0
1.3788,0,1.6150799057472,0
1.3806,0,1.61737806387161,0
1.3824,0,1.61967275139584,0
1.3842,0,1.62196395980799,0
1.386,0,1.62425168064326,0
1.3878,0,1.62653590548397,0
1.3896,0,1.62881662595953,0
1.3914,0,1.63109383374649,0
1.3932,0,1.63336752056849,0
1.395,0,1.63563767819631,0
1.3968,0,1.63790429844781,0
1.3986,0,1.64016737318798,0
1.4004,0,1.64242689432892,0
1.4022,0,1.64468285382983,0
1.404,0,1.64693524369705,0
1.4058,0,1.649184055984,0
1.4076,0,1.65142928279123,0
1.4094,0,1.65367091626639,0
1.4112,0,1.65590894860427,0
1.413,0,1.65814337204673,0
1.4148,0,1.66037417888278,0
1.4166,0,1.66260136144852,0
1.4184,0,1.66482491212716,0
1.4202,0,1.66704482334905,0
1.422,0,1.66926108759161,0
1.4238,0,1.6714736973794,0
1.4256,0,1.67368264528409,0
1.4274,0,1.67588792392446,0
1.4292,0,1.6780895259664,0
1.431,0,1.6802874441229,0
1.4328,0,1.68248167115408,0
1.4346,0,1.68467219986717,0
1.4364,0,1.6868590231165,0
1.4382,0,1.68904213380353,0
1.44,0,1.69122152487681,0
1.4418,0,1.69339718933202,0
1.4436,0,1.69556912021194,0
1.4454,0,1.69773731060647,0
1.4472,0,1.69990175365263,0
1.449,0,1.70206244253453,0
1.4508,0,1.7042193704834,0
1.4526,0,1.7063725307776,0
1.4544,0,1.70852191674257,0
1.4562,0,1.71066752175089,0
1.458,0,1.71280933922224,0
1.4598,0,1.71494736262341,0
1.4616,0,1.71708158546831,0
1.4634,0,1.71921200131795,0
1.4652,0,1.72133860378047,0
1.467,0,1.7234613865111,0
1.4688,0,1.7255803432122,0
1.4706,0,1.72769546763323,0
1.4724,0,1.72980675357077,0
1.4742,0,1.7319141948685,0
1.476,0,1.73401778541724,0
1.4778,0,1.73611751915489,0
1.4796,0,1.73821339006648,0
1.4814,0,1.74030539218415,0
1.4832,0,1.74239351958713,0
1.485,0,1.7444777664018,0
1.4868,0,1.74655812680163,0
1.4886,0,1.7486345950072,0
1.4904,0,1.75070716528621,0
1.4922,0,1.75277583195346,0
1.494,0,1.75484058937089,0
1.4958,0,1.75690143194751,0
1.4976,0,1.75895835413948,0
1.4994,0,1.76101135045005,0
1.5012,0,1.7630604154296,0
1.503,0,1.76510554367559,0
1.5048,0,1.76714672983263,0
1.5066,0,1.76918396859241,0
1.5084,0,1.77121725469376,0
1.5102,0,1.77324658292261,0
1.512,0,1.77527194811198,0
1.5138,0,1.77729334514205,0
1.5156,0,1.77931076894006,0
1.5174,0,1.7813242144804,0
1.5192,0,1.78333367678456,0
1.521,0,1.78533915092113,0
1.5228,0,1.78734063200583,0
1.5246,0,1.78933811520149,0
1.5264,0,1.79133159571803,0
1.5282,0,1.79332106881251,0
1.53,0,1.79530652907981,0
1.5318,0,1.79728793547639,0
1.5336,0,1.79926526153295,0
1.5354,0,1.80123850071671,0
1.5372,0,1.80320764653096,0
1.539,0,1.80517269251505,0
1.5408,0,1.80713363224443,0
1.5426,0,1.80909045933062,0
1.5444,0,1.81104316742119,0
1.5462,0,1.8129917501998,0
1.548,0,1.81493620138621,0
1.5498,0,1.8168765147362,0
1.5516,0,1.81881268404168,0
1.5534,0,1.8207447031306,0
1.5552,0,1.822672565867,0
1.557,0,1.82459626615098,0
1.5588,0,1.82651579791873,0
1.5606,0,1.82843115514251,0
1.5624,0,1.83034233183066,0
1.5642,0,1.83224932202757,0
1.566,0,1.83415211981373,0
1.5678,0,1.83605071930571,0
1.5696,0,1.83794511465613,0
1.5714,0,1.83983530005369,0
1.5732,0,1.84172126972319,0
1.575,0,1.84360301792547,0
1.5768,0,1.84548053895747,0
1.5786,0,1.84735382715219,0
1.5804,0,1.84922287687872,0
1.5822,0,1.85108768254219,0
1.584,0,1.85294823858386,0
1.5858,0,1.85480453948101,0
1.5876,0,1.85665657974703,0
1.5894,0,1.85850435393137,0
1.5912,0,1.86034785661956,0
1.593,0,1.8621870824332,0
1.5948,0,1.86402202602997,0
1.5966,0,1.86585268210361,0
1.5984,0,1.86767904538397,0
1.6002,0,1.86950111063693,0
1.602,0,1.87131887266447,0
1.6038,0,1.87313232630464,0
1.6056,0,1.87494146643157,0
1.6074,0,1.87674628795545,0
1.6092,0,1.87854678582257,0
1.611,0,1.88034295501527,0
1.6128,0,1.88213479055196,0
1.6146,0,1.88392228748716,0
1.6164,0,1.88570544091144,0
1.6182,0,1.88748424595143,0
1.62,0,1.88925869776987,0
1.6218,0,1.89102879156554,0
1.6236,0,1.89279452257333,0
1.6254,0,1.89455588606418,0
1.6272,0,1.8963128773451,0
1.629,0,1.89806549175919,0
1.6308,0,1.89981372468563,0
1.6326,0,1.90155757153965,0
1.6344,0,1.90329702777258,0
1.6362,0,1.90503208887181,0
1.638,0,1.90676275036081,0
1.6398,0,1.90848900779911,0
1.6416,0,1.91021085678235,0
1.6434,0,1.91192829294221,0
1.6452,0,1.91364131194645,0
1.647,0,1.91534990949893,0
1.6488,0,1.91705408133955,0
1.6506,0,1.91875382324431,0
1.6524,0,1.92044913102528,0
1.6542,0,1.92214000053058,0
1.656,0,1.92382642764444,0
1.6578,0,1.92550840828715,0
1.6596,0,1.92718593841507,0
1.6614,0,1.92885901402064,0
1.6632,0,1.93052763113238,0
1.665,0,1.93219178581486,0
1.6668,0,1.93385147416876,0
1.6686,0,1.93550669233082,0
1.6704,0,1.93715743647383,0
1.6722,0,1.9388037028067,0
1.674,0,1.94044548757437,0
1.6758,0,1.9420827870579,0
1.6776,0,1.94371559757438,0
1.6794,0,1.945343915477,0
1.6812,0,1.94696773715503,0
1.683,0,1.94858705903379,0
1.6848,0,1.95020187757471,0
1.6866,0,1.95181218927525,0
1.6884,0,1.95341799066898,0
1.6902,0,1.95501927832553,0
1.692,0,1.95661604885061,0
1.6938,0,1.95820829888601,0
1.6956,0,1.95979602510957,0
1.6974,0,1.96137922423523,0
1.6992,0,1.962957893013,0
1.701,0,1.96453202822895,0
1.7028,0,1.96610162670525,0
1.7046,0,1.96766668530013,0
1.7064,0,1.96922720090788,0
1.7082,0,1.97078317045889,0
1.71,0,1.97233459091961,0
1.7118,0,1.97388145929257,0
1.7136,0,1.97542377261637,0
1.7154,0,1.9769615279657,0
1.7172,0,1.9784947224513,0
1.719,0,1.98002335322,0
1.7208,0,1.98154741745471,0
1.7226,0,1.9830669123744,0
1.7244,0,1.98458183523412,0
1.7262,0,1.98609218332499,0
1.728,0,1.98759795397423,0
1.7298,0,1.9890991445451,0
1.7316,0,1.99059575243695,0
1.7334,0,1.99208777508521,0
1.7352,0,1.99357520996138,0
1.737,0,1.99505805457302,0
1.7388,0,1.9965363064638,0
1.7406,0,1.99800996321343,0
1.7424,0,1.99947902243771,0
1.7442,0,2.00094348178851,0
1.746,0,2.00240333895378,0
1.7478,0,2.00385859165754,0
